run_id,text_id,detector,detector_version,pass_number,pass_date,scanned_at,presentation_order,run_status,score_field,score,displayed_score,displayed_label,error_code,error_detail,raw_response,ground_truth,genre,stress_type,word_count,ai_word_pct,source,created,ai_percent,sensitivity,result_tag
R160,C044,Copyleaks,2026.08,2,2026-08-28,2026-08-28T17:46:48,69,ok,ai_percent,10,10% AI,Human,,,"{""detector"": ""Copyleaks"", ""version"": ""2026.08"", ""ai_percent"": 10, ""sensitivity"": 2, ""result_tag"": null, ""note"": ""AI percentage is the share of included text flagged as likely AI-generated."", ""scanned_at"": ""2026-08-28T17:46:48"", ""status"": ""ok""}",Human,Marketing copy,,569,0,"Fall 2017 print catalog, Schoolhouse Electric",2017-08-22,10,2,
R161,C013,Copyleaks,2026.08,2,2026-08-28,2026-08-28T17:47:26,70,ok,ai_percent,31,31% AI,Human,,,"{""detector"": ""Copyleaks"", ""version"": ""2026.08"", ""ai_percent"": 31, ""sensitivity"": 2, ""result_tag"": null, ""note"": ""AI percentage is the share of included text flagged as likely AI-generated."", ""scanned_at"": ""2026-08-28T17:47:26"", ""status"": ""ok""}",AI,Creative fiction,,967,100,"GPT-4o, short-story prompt",2026-08-13,31,2,
R162,C049,Copyleaks,2026.08,2,2026-08-28,2026-08-28T17:48:37,71,ok,ai_percent,0,0% AI,Human,,,"{""detector"": ""Copyleaks"", ""version"": ""2026.08"", ""ai_percent"": 0, ""sensitivity"": 2, ""result_tag"": null, ""note"": ""AI percentage is the share of included text flagged as likely AI-generated."", ""scanned_at"": ""2026-08-28T17:48:37"", ""status"": ""ok""}",Human,Technical how-to,,565,0,"AWS Elastic Beanstalk Developer Guide, 'Deploying a Flask app,' archived HTML",2015-10-29,0,2,
R163,C084,Copyleaks,2026.08,2,2026-08-28,2026-08-28T17:49:55,72,ok,ai_percent,0,0% AI,Human,,,"{""detector"": ""Copyleaks"", ""version"": ""2026.08"", ""ai_percent"": 0, ""sensitivity"": 2, ""result_tag"": null, ""note"": ""AI percentage is the share of included text flagged as likely AI-generated."", ""scanned_at"": ""2026-08-28T17:49:55"", ""status"": ""ok""}",Human,Business / professional,Grammar-heavy,573,0,"Appellate brief statement of facts, 7th Cir. public docket",2018-01-11,0,2,
R164,C082,Copyleaks,2026.08,2,2026-08-28,2026-08-28T17:50:43,73,ok,ai_percent,14,14% AI,Human,,,"{""detector"": ""Copyleaks"", ""version"": ""2026.08"", ""ai_percent"": 14, ""sensitivity"": 2, ""result_tag"": null, ""note"": ""AI percentage is the share of included text flagged as likely AI-generated."", ""scanned_at"": ""2026-08-28T17:50:43"", ""status"": ""ok""}",Human,Technical how-to,Technical,562,0,NIST SP 800-63-3 section 5 prose (public domain U.S. government),2017-06-22,14,2,
R165,C060,Copyleaks,2026.08,2,2026-08-28,2026-08-28T17:51:44,74,ok,ai_percent,64,64% AI,Suspected AI-Generated,,,"{""detector"": ""Copyleaks"", ""version"": ""2026.08"", ""ai_percent"": 64, ""sensitivity"": 2, ""result_tag"": ""suspected-ai-generated"", ""note"": ""AI percentage is the share of included text flagged as likely AI-generated."", ""scanned_at"": ""2026-08-28T17:51:44"", ""status"": ""ok""}",Hybrid,Creative fiction,,572,50,2011 workshop story + Gemini 2.0 Flash replacements (50%),2026-08-22,64,2,suspected-ai-generated
R166,C016,Copyleaks,2026.08,2,2026-08-28,2026-08-28T17:52:32,75,ok,ai_percent,54,54% AI,Suspected AI-Generated,,,"{""detector"": ""Copyleaks"", ""version"": ""2026.08"", ""ai_percent"": 54, ""sensitivity"": 2, ""result_tag"": ""suspected-ai-generated"", ""note"": ""AI percentage is the share of included text flagged as likely AI-generated."", ""scanned_at"": ""2026-08-28T17:52:32"", ""status"": ""ok""}",AI,Creative fiction,,800,100,"Llama 3.3 70B, third-person fiction",2026-08-17,54,2,suspected-ai-generated
R167,C031,Copyleaks,2026.08,2,2026-08-28,2026-08-28T17:53:32,76,ok,ai_percent,39,39% AI,Human,,,"{""detector"": ""Copyleaks"", ""version"": ""2026.08"", ""ai_percent"": 39, ""sensitivity"": 2, ""result_tag"": null, ""note"": ""AI percentage is the share of included text flagged as likely AI-generated."", ""scanned_at"": ""2026-08-28T17:53:32"", ""status"": ""ok""}",Human,Academic essay,,730,0,"Jane Addams, Peace and Bread in Time of War, ch. 3",1922-03-15,39,2,
R168,C081,Copyleaks,2026.08,2,2026-08-28,2026-08-28T17:54:10,77,ok,ai_percent,26,26% AI,Human,,,"{""detector"": ""Copyleaks"", ""version"": ""2026.08"", ""ai_percent"": 26, ""sensitivity"": 2, ""result_tag"": null, ""note"": ""AI percentage is the share of included text flagged as likely AI-generated."", ""scanned_at"": ""2026-08-28T17:54:10"", ""status"": ""ok""}",Human,Technical how-to,Technical,438,0,"FDA 2016 guidance excerpt, 'Human Factors Studies'",2016-02-03,26,2,
R169,C010,Copyleaks,2026.08,2,2026-08-28,2026-08-28T17:55:35,78,ok,ai_percent,53,53% AI,Suspected AI-Generated,,,"{""detector"": ""Copyleaks"", ""version"": ""2026.08"", ""ai_percent"": 53, ""sensitivity"": 2, ""result_tag"": ""suspected-ai-generated"", ""note"": ""AI percentage is the share of included text flagged as likely AI-generated."", ""scanned_at"": ""2026-08-28T17:55:35"", ""status"": ""ok""}",AI,Blog / opinion,,443,100,"Claude 4 Sonnet, opinion column prompt",2026-08-09,53,2,suspected-ai-generated
R170,C069,Copyleaks,2026.08,2,2026-08-28,2026-08-28T17:56:29,79,ok,ai_percent,51,51% AI,Suspected AI-Generated,,,"{""detector"": ""Copyleaks"", ""version"": ""2026.08"", ""ai_percent"": 51, ""sensitivity"": 2, ""result_tag"": ""suspected-ai-generated"", ""note"": ""AI percentage is the share of included text flagged as likely AI-generated."", ""scanned_at"": ""2026-08-28T17:56:29"", ""status"": ""ok""}",Hybrid,Technical how-to,,887,50,2012 README + Llama 3.3 70B replacements (50%),2026-08-17,51,2,suspected-ai-generated
R171,C075,Copyleaks,2026.08,2,2026-08-28,2026-08-28T17:57:15,80,ok,ai_percent,13,13% AI,Human,,,"{""detector"": ""Copyleaks"", ""version"": ""2026.08"", ""ai_percent"": 13, ""sensitivity"": 2, ""result_tag"": null, ""note"": ""AI percentage is the share of included text flagged as likely AI-generated."", ""scanned_at"": ""2026-08-28T17:57:15"", ""status"": ""ok""}",Human,News article,Translated,444,0,English translation of Asahi Shimbun local-government piece,2014-09-08,13,2,
R172,C034,Copyleaks,2026.08,2,2026-08-28,2026-08-28T17:57:48,81,ok,ai_percent,0,0% AI,Human,,,"{""detector"": ""Copyleaks"", ""version"": ""2026.08"", ""ai_percent"": 0, ""sensitivity"": 2, ""result_tag"": null, ""note"": ""AI percentage is the share of included text flagged as likely AI-generated."", ""scanned_at"": ""2026-08-28T17:57:48"", ""status"": ""ok""}",Human,News article,,557,0,"Reuters special report, California wildfire season",2018-11-27,0,2,
R173,C018,Copyleaks,2026.08,2,2026-08-28,2026-08-28T17:58:40,82,ok,ai_percent,85,85% AI,Suspected AI-Generated,,,"{""detector"": ""Copyleaks"", ""version"": ""2026.08"", ""ai_percent"": 85, ""sensitivity"": 2, ""result_tag"": ""suspected-ai-generated"", ""note"": ""AI percentage is the share of included text flagged as likely AI-generated."", ""scanned_at"": ""2026-08-28T17:58:40"", ""status"": ""ok""}",AI,Business / professional,,954,100,"Claude 4 Sonnet, board update prompt",2026-08-19,85,2,suspected-ai-generated
R174,C072,Copyleaks,2026.08,2,2026-08-28,2026-08-28T18:00:00,83,ok,ai_percent,65,65% AI,Suspected AI-Generated,,,"{""detector"": ""Copyleaks"", ""version"": ""2026.08"", ""ai_percent"": 65, ""sensitivity"": 2, ""result_tag"": ""suspected-ai-generated"", ""note"": ""AI percentage is the share of included text flagged as likely AI-generated."", ""scanned_at"": ""2026-08-28T18:00:00"", ""status"": ""ok""}",Human,Academic essay,ESL,471,0,"TOEFL-style independent essay, collected with writer consent, Osaka",2016-11-03,65,2,suspected-ai-generated
R175,C014,Copyleaks,2026.08,2,2026-08-28,2026-08-28T18:01:43,84,ok,ai_percent,55,55% AI,Suspected AI-Generated,,,"{""detector"": ""Copyleaks"", ""version"": ""2026.08"", ""ai_percent"": 55, ""sensitivity"": 2, ""result_tag"": ""suspected-ai-generated"", ""note"": ""AI percentage is the share of included text flagged as likely AI-generated."", ""scanned_at"": ""2026-08-28T18:01:43"", ""status"": ""ok""}",AI,Creative fiction,,797,100,"Claude 4 Sonnet, literary short story",2026-08-14,55,2,suspected-ai-generated
R176,C087,Copyleaks,2026.08,2,2026-08-28,2026-08-28T18:02:40,85,ok,ai_percent,18,18% AI,Human,,,"{""detector"": ""Copyleaks"", ""version"": ""2026.08"", ""ai_percent"": 18, ""sensitivity"": 2, ""result_tag"": null, ""note"": ""AI percentage is the share of included text flagged as likely AI-generated."", ""scanned_at"": ""2026-08-28T18:02:40"", ""status"": ""ok""}",Human,Marketing copy,Short,60,0,"Product caption, Etsy listing (shop since closed)",2017-02-14,18,2,
R177,C011,Copyleaks,2026.08,2,2026-08-28,2026-08-28T18:03:20,86,ok,ai_percent,100,100% AI,Suspected AI-Generated,,,"{""detector"": ""Copyleaks"", ""version"": ""2026.08"", ""ai_percent"": 100, ""sensitivity"": 2, ""result_tag"": ""suspected-ai-generated"", ""note"": ""AI percentage is the share of included text flagged as likely AI-generated."", ""scanned_at"": ""2026-08-28T18:03:20"", ""status"": ""ok""}",AI,Blog / opinion,,985,100,"Gemini 2.0 Flash, Substack-style prompt",2026-08-10,100,2,suspected-ai-generated
R178,C045,Copyleaks,2026.08,2,2026-08-28,2026-08-28T18:05:03,87,ok,ai_percent,20,20% AI,Human,,,"{""detector"": ""Copyleaks"", ""version"": ""2026.08"", ""ai_percent"": 20, ""sensitivity"": 2, ""result_tag"": null, ""note"": ""AI percentage is the share of included text flagged as likely AI-generated."", ""scanned_at"": ""2026-08-28T18:05:03"", ""status"": ""ok""}",Human,Marketing copy,,601,0,"Spring lookbook copy, Patagonia Worn Wear",2017-03-14,20,2,
R179,C008,Copyleaks,2026.08,2,2026-08-28,2026-08-28T18:06:27,88,ok,ai_percent,100,100% AI,Suspected AI-Generated,,,"{""detector"": ""Copyleaks"", ""version"": ""2026.08"", ""ai_percent"": 100, ""sensitivity"": 2, ""result_tag"": ""suspected-ai-generated"", ""note"": ""AI percentage is the share of included text flagged as likely AI-generated."", ""scanned_at"": ""2026-08-28T18:06:27"", ""status"": ""ok""}",AI,News article,,909,100,"Llama 3.3 70B, news brief prompt",2026-08-06,100,2,suspected-ai-generated
R180,C063,Copyleaks,2026.08,2,2026-08-28,2026-08-28T18:07:52,89,ok,ai_percent,38,38% AI,Human,,,"{""detector"": ""Copyleaks"", ""version"": ""2026.08"", ""ai_percent"": 38, ""sensitivity"": 2, ""result_tag"": null, ""note"": ""AI percentage is the share of included text flagged as likely AI-generated."", ""scanned_at"": ""2026-08-28T18:07:52"", ""status"": ""ok""}",Hybrid,Business / professional,,462,50,2015 offer-summary memo + Claude 4 Sonnet replacements (50%),2026-08-15,38,2,
R181,C001,Copyleaks,2026.08,2,2026-08-28,2026-08-28T18:09:29,90,ok,ai_percent,100,100% AI,Suspected AI-Generated,,,"{""detector"": ""Copyleaks"", ""version"": ""2026.08"", ""ai_percent"": 100, ""sensitivity"": 2, ""result_tag"": ""suspected-ai-generated"", ""note"": ""AI percentage is the share of included text flagged as likely AI-generated."", ""scanned_at"": ""2026-08-28T18:09:29"", ""status"": ""ok""}",AI,Academic essay,,595,100,"GPT-4o, temp 0.7, 2026-07-18 session",2026-07-18,100,2,suspected-ai-generated
R182,C032,Copyleaks,2026.08,2,2026-08-28,2026-08-28T18:10:35,91,ok,ai_percent,0,0% AI,Human,,,"{""detector"": ""Copyleaks"", ""version"": ""2026.08"", ""ai_percent"": 0, ""sensitivity"": 2, ""result_tag"": null, ""note"": ""AI percentage is the share of included text flagged as likely AI-generated."", ""scanned_at"": ""2026-08-28T18:10:35"", ""status"": ""ok""}",Human,News article,,569,0,"Sarah Kliff, Vox feature on emergency-room billing",2018-02-14,0,2,
