run_id,text_id,detector,detector_version,pass_number,pass_date,scanned_at,presentation_order,run_status,score_field,score,displayed_score,displayed_label,error_code,error_detail,raw_response,ground_truth,genre,stress_type,word_count,ai_word_pct,source,created,document_classification,prob_human,prob_mixed,prob_ai,predicted_class,confidence_category,average_generated_prob
R121,C019,GPTZero,4.9b,2,2026-08-28,2026-08-28T14:47:13,30,ok,class_probability_ai,0.7961,AI_ONLY (79.6% ai),AI_ONLY,,,"{""detector"": ""GPTZero"", ""model"": ""4.9b"", ""document_classification"": ""AI_ONLY"", ""class_probabilities"": {""ai"": 0.7961, ""mixed"": 0.0575, ""human"": 0.1464}, ""predicted_class"": ""ai"", ""confidence_category"": ""high"", ""average_generated_prob"": 0.8562, ""scanned_at"": ""2026-08-28T14:47:13"", ""status"": ""ok""}",AI,Business / professional,,631,100,"Gemini 2.0 Flash, policy brief prompt",2026-08-21,AI_ONLY,0.1464,0.0575,0.7961,ai,high,0.8562
R122,C022,GPTZero,4.9b,2,2026-08-28,2026-08-28T14:48:02,31,ok,class_probability_ai,0.5072,AI_ONLY (50.7% ai),AI_ONLY,,,"{""detector"": ""GPTZero"", ""model"": ""4.9b"", ""document_classification"": ""AI_ONLY"", ""class_probabilities"": {""ai"": 0.5072, ""mixed"": 0.4833, ""human"": 0.0095}, ""predicted_class"": ""ai"", ""confidence_category"": ""medium"", ""average_generated_prob"": 0.7375, ""scanned_at"": ""2026-08-28T14:48:02"", ""status"": ""ok""}",AI,Marketing copy,,651,100,"Claude 4 Sonnet, product page prompt",2026-07-23,AI_ONLY,0.0095,0.4833,0.5072,ai,medium,0.7375
R123,C070,GPTZero,4.9b,2,2026-08-28,2026-08-28T14:48:42,32,ok,class_probability_ai,0.399,AI_ONLY (39.9% ai),AI_ONLY,,,"{""detector"": ""GPTZero"", ""model"": ""4.9b"", ""document_classification"": ""AI_ONLY"", ""class_probabilities"": {""ai"": 0.399, ""mixed"": 0.3522, ""human"": 0.2488}, ""predicted_class"": ""ai"", ""confidence_category"": ""low"", ""average_generated_prob"": 0.5167, ""scanned_at"": ""2026-08-28T14:48:42"", ""status"": ""ok""}",Hybrid,Technical how-to,,762,75,2017 runbook + GPT-4o replacements (75%),2026-08-20,AI_ONLY,0.2488,0.3522,0.399,ai,low,0.5167
R124,C009,GPTZero,4.9b,2,2026-08-28,2026-08-28T14:50:44,33,ok,class_probability_ai,0.7617,AI_ONLY (76.2% ai),AI_ONLY,,,"{""detector"": ""GPTZero"", ""model"": ""4.9b"", ""document_classification"": ""AI_ONLY"", ""class_probabilities"": {""ai"": 0.7617, ""mixed"": 0.0994, ""human"": 0.1389}, ""predicted_class"": ""ai"", ""confidence_category"": ""high"", ""average_generated_prob"": 0.6927, ""scanned_at"": ""2026-08-28T14:50:44"", ""status"": ""ok""}",AI,Blog / opinion,,716,100,"GPT-4o, first-person blog prompt",2026-08-07,AI_ONLY,0.1389,0.0994,0.7617,ai,high,0.6927
R125,C054,GPTZero,4.9b,2,2026-08-28,2026-08-28T14:52:36,34,ok,class_probability_ai,0.2178,HUMAN_ONLY (73.1% human),HUMAN_ONLY,,,"{""detector"": ""GPTZero"", ""model"": ""4.9b"", ""document_classification"": ""HUMAN_ONLY"", ""class_probabilities"": {""ai"": 0.2178, ""mixed"": 0.0516, ""human"": 0.7306}, ""predicted_class"": ""human"", ""confidence_category"": ""medium"", ""average_generated_prob"": 0.2953, ""scanned_at"": ""2026-08-28T14:52:36"", ""status"": ""ok""}",Hybrid,News article,,723,50,2019 city-council recap + GPT-4o replacements (50%),2026-08-16,HUMAN_ONLY,0.7306,0.0516,0.2178,human,medium,0.2953
R126,C062,GPTZero,4.9b,2,2026-08-28,2026-08-28T14:53:12,35,ok,class_probability_ai,0.5502,AI_ONLY (55.0% ai),AI_ONLY,,,"{""detector"": ""GPTZero"", ""model"": ""4.9b"", ""document_classification"": ""AI_ONLY"", ""class_probabilities"": {""ai"": 0.5502, ""mixed"": 0.2825, ""human"": 0.1673}, ""predicted_class"": ""ai"", ""confidence_category"": ""medium"", ""average_generated_prob"": 0.6634, ""scanned_at"": ""2026-08-28T14:53:12"", ""status"": ""ok""}",Hybrid,Business / professional,,676,25,2016 quarterly letter + GPT-4o replacements (25%),2026-08-12,AI_ONLY,0.1673,0.2825,0.5502,ai,medium,0.6634
R127,C027,GPTZero,4.9b,2,2026-08-28,2026-08-28T14:54:35,36,ok,class_probability_ai,0.7393,AI_ONLY (73.9% ai),AI_ONLY,,,"{""detector"": ""GPTZero"", ""model"": ""4.9b"", ""document_classification"": ""AI_ONLY"", ""class_probabilities"": {""ai"": 0.7393, ""mixed"": 0.2522, ""human"": 0.0085}, ""predicted_class"": ""ai"", ""confidence_category"": ""medium"", ""average_generated_prob"": 0.8191, ""scanned_at"": ""2026-08-28T14:54:35"", ""status"": ""ok""}",AI,Technical how-to,,765,100,"Gemini 2.0 Flash, CLI how-to prompt",2026-08-11,AI_ONLY,0.0085,0.2522,0.7393,ai,medium,0.8191
R128,C060,GPTZero,4.9b,2,2026-08-28,2026-08-28T14:56:25,37,ok,class_probability_ai,0.5574,AI_ONLY (55.7% ai),AI_ONLY,,,"{""detector"": ""GPTZero"", ""model"": ""4.9b"", ""document_classification"": ""AI_ONLY"", ""class_probabilities"": {""ai"": 0.5574, ""mixed"": 0.4349, ""human"": 0.0077}, ""predicted_class"": ""ai"", ""confidence_category"": ""medium"", ""average_generated_prob"": 0.782, ""scanned_at"": ""2026-08-28T14:56:25"", ""status"": ""ok""}",Hybrid,Creative fiction,,572,50,2011 workshop story + Gemini 2.0 Flash replacements (50%),2026-08-22,AI_ONLY,0.0077,0.4349,0.5574,ai,medium,0.782
R129,C084,GPTZero,4.9b,2,2026-08-28,2026-08-28T14:58:22,38,ok,class_probability_ai,0.3128,HUMAN_ONLY (36.2% human),HUMAN_ONLY,,,"{""detector"": ""GPTZero"", ""model"": ""4.9b"", ""document_classification"": ""HUMAN_ONLY"", ""class_probabilities"": {""ai"": 0.3128, ""mixed"": 0.3253, ""human"": 0.362}, ""predicted_class"": ""human"", ""confidence_category"": ""low"", ""average_generated_prob"": 0.4001, ""scanned_at"": ""2026-08-28T14:58:22"", ""status"": ""ok""}",Human,Business / professional,Grammar-heavy,573,0,"Appellate brief statement of facts, 7th Cir. public docket",2018-01-11,HUMAN_ONLY,0.362,0.3253,0.3128,human,low,0.4001
R130,C065,GPTZero,4.9b,2,2026-08-28,2026-08-28T14:59:01,39,ok,class_probability_ai,0.5563,AI_ONLY (55.6% ai),AI_ONLY,,,"{""detector"": ""GPTZero"", ""model"": ""4.9b"", ""document_classification"": ""AI_ONLY"", ""class_probabilities"": {""ai"": 0.5563, ""mixed"": 0.4348, ""human"": 0.0089}, ""predicted_class"": ""ai"", ""confidence_category"": ""medium"", ""average_generated_prob"": 0.7906, ""scanned_at"": ""2026-08-28T14:59:01"", ""status"": ""ok""}",Hybrid,Marketing copy,,564,25,2014 product insert + Llama 3.3 70B replacements (25%),2026-08-13,AI_ONLY,0.0089,0.4348,0.5563,ai,medium,0.7906
R131,C075,GPTZero,4.9b,2,2026-08-28,2026-08-28T14:59:41,40,ok,class_probability_ai,0.3257,HUMAN_ONLY (48.4% human),HUMAN_ONLY,,,"{""detector"": ""GPTZero"", ""model"": ""4.9b"", ""document_classification"": ""HUMAN_ONLY"", ""class_probabilities"": {""ai"": 0.3257, ""mixed"": 0.1901, ""human"": 0.4842}, ""predicted_class"": ""human"", ""confidence_category"": ""low"", ""average_generated_prob"": 0.4945, ""scanned_at"": ""2026-08-28T14:59:41"", ""status"": ""ok""}",Human,News article,Translated,444,0,English translation of Asahi Shimbun local-government piece,2014-09-08,HUMAN_ONLY,0.4842,0.1901,0.3257,human,low,0.4945
R132,C067,GPTZero,4.9b,2,2026-08-28,2026-08-28T15:00:20,41,ok,class_probability_ai,0.6225,AI_ONLY (62.3% ai),AI_ONLY,,,"{""detector"": ""GPTZero"", ""model"": ""4.9b"", ""document_classification"": ""AI_ONLY"", ""class_probabilities"": {""ai"": 0.6225, ""mixed"": 0.3455, ""human"": 0.032}, ""predicted_class"": ""ai"", ""confidence_category"": ""medium"", ""average_generated_prob"": 0.7831, ""scanned_at"": ""2026-08-28T15:00:20"", ""status"": ""ok""}",Hybrid,Marketing copy,,648,75,2019 promo email + Claude 4 Sonnet replacements (75%),2026-08-19,AI_ONLY,0.032,0.3455,0.6225,ai,medium,0.7831
R133,C088,GPTZero,4.9b,2,2026-08-28,2026-08-28T15:01:10,42,ok,class_probability_ai,0.4934,AI_ONLY (49.3% ai),AI_ONLY,,,"{""detector"": ""GPTZero"", ""model"": ""4.9b"", ""document_classification"": ""AI_ONLY"", ""class_probabilities"": {""ai"": 0.4934, ""mixed"": 0.3741, ""human"": 0.1325}, ""predicted_class"": ""ai"", ""confidence_category"": ""low"", ""average_generated_prob"": 0.6788, ""scanned_at"": ""2026-08-28T15:01:10"", ""status"": ""ok""}",Human,Marketing copy,Short,129,0,"Museum wall label, Cleveland Museum of Art collection notes",2019-08-30,AI_ONLY,0.1325,0.3741,0.4934,ai,low,0.6788
R134,C045,GPTZero,4.9b,2,2026-08-28,2026-08-28T15:01:45,43,ok,class_probability_ai,0.2891,HUMAN_ONLY (58.9% human),HUMAN_ONLY,,,"{""detector"": ""GPTZero"", ""model"": ""4.9b"", ""document_classification"": ""HUMAN_ONLY"", ""class_probabilities"": {""ai"": 0.2891, ""mixed"": 0.122, ""human"": 0.5889}, ""predicted_class"": ""human"", ""confidence_category"": ""medium"", ""average_generated_prob"": 0.3983, ""scanned_at"": ""2026-08-28T15:01:45"", ""status"": ""ok""}",Human,Marketing copy,,601,0,"Spring lookbook copy, Patagonia Worn Wear",2017-03-14,HUMAN_ONLY,0.5889,0.122,0.2891,human,medium,0.3983
R135,C083,GPTZero,4.9b,2,2026-08-28,2026-08-28T15:03:42,44,ok,class_probability_ai,0.148,HUMAN_ONLY (47.3% human),HUMAN_ONLY,,,"{""detector"": ""GPTZero"", ""model"": ""4.9b"", ""document_classification"": ""HUMAN_ONLY"", ""class_probabilities"": {""ai"": 0.148, ""mixed"": 0.3788, ""human"": 0.4731}, ""predicted_class"": ""human"", ""confidence_category"": ""low"", ""average_generated_prob"": 0.3397, ""scanned_at"": ""2026-08-28T15:03:42"", ""status"": ""ok""}",Human,Business / professional,Grammar-heavy,701,0,"Commercial lease, Article 12 indemnity clause, Cook County filing",2015-07-30,HUMAN_ONLY,0.4731,0.3788,0.148,human,low,0.3397
R136,C023,GPTZero,4.9b,2,2026-08-28,2026-08-28T15:05:29,45,ok,class_probability_ai,0.919,AI_ONLY (91.9% ai),AI_ONLY,,,"{""detector"": ""GPTZero"", ""model"": ""4.9b"", ""document_classification"": ""AI_ONLY"", ""class_probabilities"": {""ai"": 0.919, ""mixed"": 0.02, ""human"": 0.061}, ""predicted_class"": ""ai"", ""confidence_category"": ""high"", ""average_generated_prob"": 0.9055, ""scanned_at"": ""2026-08-28T15:05:29"", ""status"": ""ok""}",AI,Marketing copy,,894,100,"Gemini 2.0 Flash, email campaign prompt",2026-07-28,AI_ONLY,0.061,0.02,0.919,ai,high,0.9055
R137,C058,GPTZero,4.9b,2,2026-08-28,2026-08-28T15:06:34,46,ok,class_probability_ai,0.6374,AI_ONLY (63.7% ai),AI_ONLY,,,"{""detector"": ""GPTZero"", ""model"": ""4.9b"", ""document_classification"": ""AI_ONLY"", ""class_probabilities"": {""ai"": 0.6374, ""mixed"": 0.2185, ""human"": 0.1441}, ""predicted_class"": ""ai"", ""confidence_category"": ""medium"", ""average_generated_prob"": 0.6858, ""scanned_at"": ""2026-08-28T15:06:34"", ""status"": ""ok""}",Hybrid,Blog / opinion,,841,75,2014 LiveJournal entry + GPT-4o replacements (75%),2026-08-20,AI_ONLY,0.1441,0.2185,0.6374,ai,medium,0.6858
R138,C081,GPTZero,4.9b,2,2026-08-28,2026-08-28T15:07:29,47,ok,class_probability_ai,0.1823,HUMAN_ONLY (63.1% human),HUMAN_ONLY,,,"{""detector"": ""GPTZero"", ""model"": ""4.9b"", ""document_classification"": ""HUMAN_ONLY"", ""class_probabilities"": {""ai"": 0.1823, ""mixed"": 0.1861, ""human"": 0.6315}, ""predicted_class"": ""human"", ""confidence_category"": ""medium"", ""average_generated_prob"": 0.2375, ""scanned_at"": ""2026-08-28T15:07:29"", ""status"": ""ok""}",Human,Technical how-to,Technical,438,0,"FDA 2016 guidance excerpt, 'Human Factors Studies'",2016-02-03,HUMAN_ONLY,0.6315,0.1861,0.1823,human,medium,0.2375
R139,C002,GPTZero,4.9b,2,2026-08-28,2026-08-28T15:08:21,48,ok,class_probability_ai,0.6417,AI_ONLY (64.2% ai),AI_ONLY,,,"{""detector"": ""GPTZero"", ""model"": ""4.9b"", ""document_classification"": ""AI_ONLY"", ""class_probabilities"": {""ai"": 0.6417, ""mixed"": 0.1783, ""human"": 0.18}, ""predicted_class"": ""ai"", ""confidence_category"": ""medium"", ""average_generated_prob"": 0.7898, ""scanned_at"": ""2026-08-28T15:08:21"", ""status"": ""ok""}",AI,Academic essay,,834,100,"Claude 4 Sonnet, default settings",2026-07-22,AI_ONLY,0.18,0.1783,0.6417,ai,medium,0.7898
R140,C038,GPTZero,4.9b,2,2026-08-28,2026-08-28T15:10:01,49,ok,class_probability_ai,0.2521,HUMAN_ONLY (64.1% human),HUMAN_ONLY,,,"{""detector"": ""GPTZero"", ""model"": ""4.9b"", ""document_classification"": ""HUMAN_ONLY"", ""class_probabilities"": {""ai"": 0.2521, ""mixed"": 0.1073, ""human"": 0.6406}, ""predicted_class"": ""human"", ""confidence_category"": ""medium"", ""average_generated_prob"": 0.2672, ""scanned_at"": ""2026-08-28T15:10:01"", ""status"": ""ok""}",Human,Creative fiction,,596,0,"Willa Cather, My Ántonia, Book I, ch. 2 (Houghton Mifflin)",1918-09-21,HUMAN_ONLY,0.6406,0.1073,0.2521,human,medium,0.2672
R141,C059,GPTZero,4.9b,2,2026-08-28,2026-08-28T15:10:53,50,ok,class_probability_ai,0.4545,MIXED (53.8% mixed),MIXED,,,"{""detector"": ""GPTZero"", ""model"": ""4.9b"", ""document_classification"": ""MIXED"", ""class_probabilities"": {""ai"": 0.4545, ""mixed"": 0.5377, ""human"": 0.0079}, ""predicted_class"": ""mixed"", ""confidence_category"": ""medium"", ""average_generated_prob"": 0.6927, ""scanned_at"": ""2026-08-28T15:10:53"", ""status"": ""ok""}",Hybrid,Creative fiction,,628,25,2013 short-story draft + Claude 4 Sonnet replacements (25%),2026-08-21,MIXED,0.0079,0.5377,0.4545,mixed,medium,0.6927
R142,C063,GPTZero,4.9b,2,2026-08-28,2026-08-28T15:12:07,51,ok,class_probability_ai,0.096,HUMAN_ONLY (77.7% human),HUMAN_ONLY,,,"{""detector"": ""GPTZero"", ""model"": ""4.9b"", ""document_classification"": ""HUMAN_ONLY"", ""class_probabilities"": {""ai"": 0.096, ""mixed"": 0.1274, ""human"": 0.7766}, ""predicted_class"": ""human"", ""confidence_category"": ""high"", ""average_generated_prob"": 0.1143, ""scanned_at"": ""2026-08-28T15:12:07"", ""status"": ""ok""}",Hybrid,Business / professional,,462,50,2015 offer-summary memo + Claude 4 Sonnet replacements (50%),2026-08-15,HUMAN_ONLY,0.7766,0.1274,0.096,human,high,0.1143
R143,C012,GPTZero,4.9b,2,2026-08-28,2026-08-28T15:12:57,52,ok,class_probability_ai,0.8473,AI_ONLY (84.7% ai),AI_ONLY,,,"{""detector"": ""GPTZero"", ""model"": ""4.9b"", ""document_classification"": ""AI_ONLY"", ""class_probabilities"": {""ai"": 0.8473, ""mixed"": 0.1377, ""human"": 0.015}, ""predicted_class"": ""ai"", ""confidence_category"": ""high"", ""average_generated_prob"": 0.8601, ""scanned_at"": ""2026-08-28T15:12:57"", ""status"": ""ok""}",AI,Blog / opinion,,746,100,"Llama 3.3 70B, personal essay prompt",2026-08-12,AI_ONLY,0.015,0.1377,0.8473,ai,high,0.8601
R144,C057,GPTZero,4.9b,2,2026-08-28,2026-08-28T15:14:09,53,ok,class_probability_ai,0.728,AI_ONLY (72.8% ai),AI_ONLY,,,"{""detector"": ""GPTZero"", ""model"": ""4.9b"", ""document_classification"": ""AI_ONLY"", ""class_probabilities"": {""ai"": 0.728, ""mixed"": 0.2633, ""human"": 0.0087}, ""predicted_class"": ""ai"", ""confidence_category"": ""medium"", ""average_generated_prob"": 0.738, ""scanned_at"": ""2026-08-28T15:14:09"", ""status"": ""ok""}",Hybrid,Blog / opinion,,508,50,2019 newsletter essay + Llama 3.3 70B replacements (50%),2026-08-19,AI_ONLY,0.0087,0.2633,0.728,ai,medium,0.738
R145,C053,GPTZero,4.9b,2,2026-08-28,2026-08-28T15:15:23,54,ok,class_probability_ai,0.01,HUMAN_ONLY (84.8% human),HUMAN_ONLY,,,"{""detector"": ""GPTZero"", ""model"": ""4.9b"", ""document_classification"": ""HUMAN_ONLY"", ""class_probabilities"": {""ai"": 0.01, ""mixed"": 0.1423, ""human"": 0.8477}, ""predicted_class"": ""human"", ""confidence_category"": ""high"", ""average_generated_prob"": 0.1507, ""scanned_at"": ""2026-08-28T15:15:23"", ""status"": ""ok""}",Hybrid,News article,,757,25,2018 local news brief + Llama 3.3 70B replacements (25%),2026-08-15,HUMAN_ONLY,0.8477,0.1423,0.01,human,high,0.1507
R146,C042,GPTZero,4.9b,2,2026-08-28,2026-08-28T15:16:37,55,ok,class_probability_ai,0.1675,HUMAN_ONLY (67.4% human),HUMAN_ONLY,,,"{""detector"": ""GPTZero"", ""model"": ""4.9b"", ""document_classification"": ""HUMAN_ONLY"", ""class_probabilities"": {""ai"": 0.1675, ""mixed"": 0.1584, ""human"": 0.6742}, ""predicted_class"": ""human"", ""confidence_category"": ""medium"", ""average_generated_prob"": 0.2269, ""scanned_at"": ""2026-08-28T15:16:37"", ""status"": ""ok""}",Human,Business / professional,,556,0,"All-staff note, Harborview Medical Center operations",2016-09-02,HUMAN_ONLY,0.6742,0.1584,0.1675,human,medium,0.2269
R147,C049,GPTZero,4.9b,2,2026-08-28,2026-08-28T15:18:18,56,ok,class_probability_ai,0.2073,HUMAN_ONLY (60.2% human),HUMAN_ONLY,,,"{""detector"": ""GPTZero"", ""model"": ""4.9b"", ""document_classification"": ""HUMAN_ONLY"", ""class_probabilities"": {""ai"": 0.2073, ""mixed"": 0.1912, ""human"": 0.6015}, ""predicted_class"": ""human"", ""confidence_category"": ""medium"", ""average_generated_prob"": 0.4008, ""scanned_at"": ""2026-08-28T15:18:18"", ""status"": ""ok""}",Human,Technical how-to,,565,0,"AWS Elastic Beanstalk Developer Guide, 'Deploying a Flask app,' archived HTML",2015-10-29,HUMAN_ONLY,0.6015,0.1912,0.2073,human,medium,0.4008
R148,C016,GPTZero,4.9b,2,2026-08-28,2026-08-28T15:19:40,57,ok,class_probability_ai,0.5512,AI_ONLY (55.1% ai),AI_ONLY,,,"{""detector"": ""GPTZero"", ""model"": ""4.9b"", ""document_classification"": ""AI_ONLY"", ""class_probabilities"": {""ai"": 0.5512, ""mixed"": 0.4398, ""human"": 0.0091}, ""predicted_class"": ""ai"", ""confidence_category"": ""medium"", ""average_generated_prob"": 0.7288, ""scanned_at"": ""2026-08-28T15:19:40"", ""status"": ""ok""}",AI,Creative fiction,,800,100,"Llama 3.3 70B, third-person fiction",2026-08-17,AI_ONLY,0.0091,0.4398,0.5512,ai,medium,0.7288
R149,C056,GPTZero,4.9b,2,2026-08-28,2026-08-28T15:20:58,58,ok,class_probability_ai,0.4326,MIXED (52.0% mixed),MIXED,,,"{""detector"": ""GPTZero"", ""model"": ""4.9b"", ""document_classification"": ""MIXED"", ""class_probabilities"": {""ai"": 0.4326, ""mixed"": 0.5196, ""human"": 0.0477}, ""predicted_class"": ""mixed"", ""confidence_category"": ""medium"", ""average_generated_prob"": 0.6404, ""scanned_at"": ""2026-08-28T15:20:58"", ""status"": ""ok""}",Hybrid,Blog / opinion,,786,25,2015 personal blog post + Gemini 2.0 Flash replacements (25%),2026-08-18,MIXED,0.0477,0.5196,0.4326,mixed,medium,0.6404
R150,C048,GPTZero,4.9b,2,2026-08-28,2026-08-28T15:21:57,59,ok,class_probability_ai,0.1579,HUMAN_ONLY (79.7% human),HUMAN_ONLY,,,"{""detector"": ""GPTZero"", ""model"": ""4.9b"", ""document_classification"": ""HUMAN_ONLY"", ""class_probabilities"": {""ai"": 0.1579, ""mixed"": 0.0451, ""human"": 0.797}, ""predicted_class"": ""human"", ""confidence_category"": ""high"", ""average_generated_prob"": 0.1422, ""scanned_at"": ""2026-08-28T15:21:57"", ""status"": ""ok""}",Human,Technical how-to,,449,0,"Apple Technical Note TN2277 excerpt, developer library snapshot",2015-05-04,HUMAN_ONLY,0.797,0.0451,0.1579,human,high,0.1422
R151,C055,GPTZero,4.9b,2,2026-08-28,2026-08-28T15:23:21,60,ok,class_probability_ai,0.5386,AI_ONLY (53.9% ai),AI_ONLY,,,"{""detector"": ""GPTZero"", ""model"": ""4.9b"", ""document_classification"": ""AI_ONLY"", ""class_probabilities"": {""ai"": 0.5386, ""mixed"": 0.2155, ""human"": 0.2459}, ""predicted_class"": ""ai"", ""confidence_category"": ""medium"", ""average_generated_prob"": 0.647, ""scanned_at"": ""2026-08-28T15:23:21"", ""status"": ""ok""}",Hybrid,News article,,721,75,2017 wire story + Claude 4 Sonnet replacements (75%),2026-08-17,AI_ONLY,0.2459,0.2155,0.5386,ai,medium,0.647
R152,C069,GPTZero,4.9b,2,2026-08-28,2026-08-28T15:23:59,61,ok,class_probability_ai,0.3215,MIXED (43.9% mixed),MIXED,,,"{""detector"": ""GPTZero"", ""model"": ""4.9b"", ""document_classification"": ""MIXED"", ""class_probabilities"": {""ai"": 0.3215, ""mixed"": 0.4393, ""human"": 0.2392}, ""predicted_class"": ""mixed"", ""confidence_category"": ""low"", ""average_generated_prob"": 0.5685, ""scanned_at"": ""2026-08-28T15:23:59"", ""status"": ""ok""}",Hybrid,Technical how-to,,887,50,2012 README + Llama 3.3 70B replacements (50%),2026-08-17,MIXED,0.2392,0.4393,0.3215,mixed,low,0.5685
R153,C066,GPTZero,4.9b,2,2026-08-28,2026-08-28T15:25:25,62,ok,class_probability_ai,0.3352,HUMAN_ONLY (63.9% human),HUMAN_ONLY,,,"{""detector"": ""GPTZero"", ""model"": ""4.9b"", ""document_classification"": ""HUMAN_ONLY"", ""class_probabilities"": {""ai"": 0.3352, ""mixed"": 0.0261, ""human"": 0.6388}, ""predicted_class"": ""human"", ""confidence_category"": ""medium"", ""average_generated_prob"": 0.3939, ""scanned_at"": ""2026-08-28T15:25:25"", ""status"": ""ok""}",Hybrid,Marketing copy,,808,50,2018 homepage draft + GPT-4o replacements (50%),2026-08-16,HUMAN_ONLY,0.6388,0.0261,0.3352,human,medium,0.3939
R154,C072,GPTZero,4.9b,2,2026-08-28,2026-08-28T15:27:13,63,ok,class_probability_ai,0.5452,AI_ONLY (54.5% ai),AI_ONLY,,,"{""detector"": ""GPTZero"", ""model"": ""4.9b"", ""document_classification"": ""AI_ONLY"", ""class_probabilities"": {""ai"": 0.5452, ""mixed"": 0.4449, ""human"": 0.0099}, ""predicted_class"": ""ai"", ""confidence_category"": ""medium"", ""average_generated_prob"": 0.7982, ""scanned_at"": ""2026-08-28T15:27:13"", ""status"": ""ok""}",Human,Academic essay,ESL,471,0,"TOEFL-style independent essay, collected with writer consent, Osaka",2016-11-03,AI_ONLY,0.0099,0.4449,0.5452,ai,medium,0.7982
R155,C037,GPTZero,4.9b,2,2026-08-28,2026-08-28T15:29:12,64,ok,class_probability_ai,0.3626,HUMAN_ONLY (52.7% human),HUMAN_ONLY,,,"{""detector"": ""GPTZero"", ""model"": ""4.9b"", ""document_classification"": ""HUMAN_ONLY"", ""class_probabilities"": {""ai"": 0.3626, ""mixed"": 0.1105, ""human"": 0.5269}, ""predicted_class"": ""human"", ""confidence_category"": ""medium"", ""average_generated_prob"": 0.4875, ""scanned_at"": ""2026-08-28T15:29:12"", ""status"": ""ok""}",Human,Blog / opinion,,609,0,"Tim Carmody, kottke.org weekday post",2019-09-18,HUMAN_ONLY,0.5269,0.1105,0.3626,human,medium,0.4875
R156,C015,GPTZero,4.9b,2,2026-08-28,2026-08-28T15:31:16,65,ok,class_probability_ai,0.467,AI_ONLY (46.7% ai),AI_ONLY,,,"{""detector"": ""GPTZero"", ""model"": ""4.9b"", ""document_classification"": ""AI_ONLY"", ""class_probabilities"": {""ai"": 0.467, ""mixed"": 0.2569, ""human"": 0.2761}, ""predicted_class"": ""ai"", ""confidence_category"": ""low"", ""average_generated_prob"": 0.6229, ""scanned_at"": ""2026-08-28T15:31:16"", ""status"": ""ok""}",AI,Creative fiction,,944,100,"Gemini 2.0 Flash, scene-only prompt",2026-08-15,AI_ONLY,0.2761,0.2569,0.467,ai,low,0.6229
R157,C029,GPTZero,4.9b,2,2026-08-28,2026-08-28T15:32:19,66,ok,class_probability_ai,0.3576,HUMAN_ONLY (42.9% human),HUMAN_ONLY,,,"{""detector"": ""GPTZero"", ""model"": ""4.9b"", ""document_classification"": ""HUMAN_ONLY"", ""class_probabilities"": {""ai"": 0.3576, ""mixed"": 0.2138, ""human"": 0.4285}, ""predicted_class"": ""human"", ""confidence_category"": ""low"", ""average_generated_prob"": 0.4991, ""scanned_at"": ""2026-08-28T15:32:19"", ""status"": ""ok""}",Human,Academic essay,,850,0,"William James, 'The Moral Equivalent of War,' McClure's Magazine",1910-08-01,HUMAN_ONLY,0.4285,0.2138,0.3576,human,low,0.4991
R158,C044,GPTZero,4.9b,2,2026-08-28,2026-08-28T15:33:41,67,ok,class_probability_ai,0.1046,HUMAN_ONLY (68.5% human),HUMAN_ONLY,,,"{""detector"": ""GPTZero"", ""model"": ""4.9b"", ""document_classification"": ""HUMAN_ONLY"", ""class_probabilities"": {""ai"": 0.1046, ""mixed"": 0.2102, ""human"": 0.6852}, ""predicted_class"": ""human"", ""confidence_category"": ""medium"", ""average_generated_prob"": 0.2071, ""scanned_at"": ""2026-08-28T15:33:41"", ""status"": ""ok""}",Human,Marketing copy,,569,0,"Fall 2017 print catalog, Schoolhouse Electric",2017-08-22,HUMAN_ONLY,0.6852,0.2102,0.1046,human,medium,0.2071
R159,C033,GPTZero,4.9b,2,2026-08-28,2026-08-28T15:35:19,68,ok,class_probability_ai,0.0951,HUMAN_ONLY (88.5% human),HUMAN_ONLY,,,"{""detector"": ""GPTZero"", ""model"": ""4.9b"", ""document_classification"": ""HUMAN_ONLY"", ""class_probabilities"": {""ai"": 0.0951, ""mixed"": 0.02, ""human"": 0.8849}, ""predicted_class"": ""human"", ""confidence_category"": ""high"", ""average_generated_prob"": 0.0717, ""scanned_at"": ""2026-08-28T15:35:19"", ""status"": ""ok""}",Human,News article,,669,0,"Andrew Higgins, New York Times foreign desk",2018-06-09,HUMAN_ONLY,0.8849,0.02,0.0951,human,high,0.0717
R160,C051,GPTZero,4.9b,2,2026-08-28,2026-08-28T15:35:57,69,ok,class_probability_ai,0.4965,AI_ONLY (49.6% ai),AI_ONLY,,,"{""detector"": ""GPTZero"", ""model"": ""4.9b"", ""document_classification"": ""AI_ONLY"", ""class_probabilities"": {""ai"": 0.4965, ""mixed"": 0.4946, ""human"": 0.0089}, ""predicted_class"": ""ai"", ""confidence_category"": ""low"", ""average_generated_prob"": 0.6914, ""scanned_at"": ""2026-08-28T15:35:57"", ""status"": ""ok""}",Hybrid,Academic essay,,799,50,2014 faculty senate minutes + Claude 4 Sonnet replacements (50%),2026-08-13,AI_ONLY,0.0089,0.4946,0.4965,ai,low,0.6914
