run_id,text_id,detector,detector_version,pass_number,pass_date,scanned_at,presentation_order,run_status,score_field,score,displayed_score,displayed_label,error_code,error_detail,raw_response,ground_truth,genre,stress_type,word_count,ai_word_pct,source,created,ai_confidence,original_confidence,label
R148,C085,Originality.ai,Lite 3.0.0,2,2026-08-28,2026-08-28T16:57:06,57,ok,ai_confidence,30,30% AI · 70% Original · Likely Original,Likely Original,,,"{""detector"": ""Originality.ai"", ""model"": ""Lite 3.0.0"", ""ai"": 30, ""original"": 70, ""label"": ""Likely Original"", ""note"": ""Percentages are model confidence that the whole document is AI vs Original, not a word-count split."", ""scanned_at"": ""2026-08-28T16:57:06"", ""status"": ""ok""}",Human,Business / professional,Grammar-heavy,551,0,"Insurance policy definitions section, ISO HO-3 2011",2011-09-01,30,70,Likely Original
R149,C065,Originality.ai,Lite 3.0.0,2,2026-08-28,2026-08-28T16:58:15,58,ok,ai_confidence,36,36% AI · 64% Original · Likely Original,Likely Original,,,"{""detector"": ""Originality.ai"", ""model"": ""Lite 3.0.0"", ""ai"": 36, ""original"": 64, ""label"": ""Likely Original"", ""note"": ""Percentages are model confidence that the whole document is AI vs Original, not a word-count split."", ""scanned_at"": ""2026-08-28T16:58:15"", ""status"": ""ok""}",Hybrid,Marketing copy,,564,25,2014 product insert + Llama 3.3 70B replacements (25%),2026-08-13,36,64,Likely Original
R150,C034,Originality.ai,Lite 3.0.0,2,2026-08-28,2026-08-28T17:00:04,59,ok,ai_confidence,6,6% AI · 94% Original · Likely Original,Likely Original,,,"{""detector"": ""Originality.ai"", ""model"": ""Lite 3.0.0"", ""ai"": 6, ""original"": 94, ""label"": ""Likely Original"", ""note"": ""Percentages are model confidence that the whole document is AI vs Original, not a word-count split."", ""scanned_at"": ""2026-08-28T17:00:04"", ""status"": ""ok""}",Human,News article,,557,0,"Reuters special report, California wildfire season",2018-11-27,6,94,Likely Original
R151,C045,Originality.ai,Lite 3.0.0,2,2026-08-28,2026-08-28T17:02:04,60,ok,ai_confidence,10,10% AI · 90% Original · Likely Original,Likely Original,,,"{""detector"": ""Originality.ai"", ""model"": ""Lite 3.0.0"", ""ai"": 10, ""original"": 90, ""label"": ""Likely Original"", ""note"": ""Percentages are model confidence that the whole document is AI vs Original, not a word-count split."", ""scanned_at"": ""2026-08-28T17:02:04"", ""status"": ""ok""}",Human,Marketing copy,,601,0,"Spring lookbook copy, Patagonia Worn Wear",2017-03-14,10,90,Likely Original
R152,C075,Originality.ai,Lite 3.0.0,2,2026-08-28,2026-08-28T17:02:51,61,ok,ai_confidence,24,24% AI · 76% Original · Likely Original,Likely Original,,,"{""detector"": ""Originality.ai"", ""model"": ""Lite 3.0.0"", ""ai"": 24, ""original"": 76, ""label"": ""Likely Original"", ""note"": ""Percentages are model confidence that the whole document is AI vs Original, not a word-count split."", ""scanned_at"": ""2026-08-28T17:02:51"", ""status"": ""ok""}",Human,News article,Translated,444,0,English translation of Asahi Shimbun local-government piece,2014-09-08,24,76,Likely Original
R153,C033,Originality.ai,Lite 3.0.0,2,2026-08-28,2026-08-28T17:03:25,62,ok,ai_confidence,34,34% AI · 66% Original · Likely Original,Likely Original,,,"{""detector"": ""Originality.ai"", ""model"": ""Lite 3.0.0"", ""ai"": 34, ""original"": 66, ""label"": ""Likely Original"", ""note"": ""Percentages are model confidence that the whole document is AI vs Original, not a word-count split."", ""scanned_at"": ""2026-08-28T17:03:25"", ""status"": ""ok""}",Human,News article,,669,0,"Andrew Higgins, New York Times foreign desk",2018-06-09,34,66,Likely Original
R154,C080,Originality.ai,Lite 3.0.0,2,2026-08-28,2026-08-28T17:05:29,63,ok,ai_confidence,27,27% AI · 73% Original · Likely Original,Likely Original,,,"{""detector"": ""Originality.ai"", ""model"": ""Lite 3.0.0"", ""ai"": 27, ""original"": 73, ""label"": ""Likely Original"", ""note"": ""Percentages are model confidence that the whole document is AI vs Original, not a word-count split."", ""scanned_at"": ""2026-08-28T17:05:29"", ""status"": ""ok""}",Human,Technical how-to,Technical,360,0,"IEEE 802.11-2012 clause excerpt, licensed reprint",2012-03-29,27,73,Likely Original
R155,C076,Originality.ai,Lite 3.0.0,2,2026-08-28,2026-08-28T17:07:14,64,ok,ai_confidence,26,26% AI · 74% Original · Likely Original,Likely Original,,,"{""detector"": ""Originality.ai"", ""model"": ""Lite 3.0.0"", ""ai"": 26, ""original"": 74, ""label"": ""Likely Original"", ""note"": ""Percentages are model confidence that the whole document is AI vs Original, not a word-count split."", ""scanned_at"": ""2026-08-28T17:07:14"", ""status"": ""ok""}",Human,News article,Translated,587,0,English translation of Le Monde diplomatique short feature,2019-02-27,26,74,Likely Original
R156,C059,Originality.ai,Lite 3.0.0,2,2026-08-28,2026-08-28T17:08:00,65,ok,ai_confidence,45,45% AI · 55% Original · Likely Original,Likely Original,,,"{""detector"": ""Originality.ai"", ""model"": ""Lite 3.0.0"", ""ai"": 45, ""original"": 55, ""label"": ""Likely Original"", ""note"": ""Percentages are model confidence that the whole document is AI vs Original, not a word-count split."", ""scanned_at"": ""2026-08-28T17:08:00"", ""status"": ""ok""}",Hybrid,Creative fiction,,628,25,2013 short-story draft + Claude 4 Sonnet replacements (25%),2026-08-21,45,55,Likely Original
R157,C035,Originality.ai,Lite 3.0.0,2,2026-08-28,2026-08-28T17:09:07,66,ok,ai_confidence,2,2% AI · 98% Original · Likely Original,Likely Original,,,"{""detector"": ""Originality.ai"", ""model"": ""Lite 3.0.0"", ""ai"": 2, ""original"": 98, ""label"": ""Likely Original"", ""note"": ""Percentages are model confidence that the whole document is AI vs Original, not a word-count split."", ""scanned_at"": ""2026-08-28T17:09:07"", ""status"": ""ok""}",Human,Blog / opinion,,702,0,"Paul Ford, 'What Is Code?', Bloomberg Businessweek",2015-06-11,2,98,Likely Original
R158,C086,Originality.ai,Lite 3.0.0,2,2026-08-28,2026-08-28T17:10:22,67,ok,ai_confidence,24,24% AI · 76% Original · Likely Original,Likely Original,,,"{""detector"": ""Originality.ai"", ""model"": ""Lite 3.0.0"", ""ai"": 24, ""original"": 76, ""label"": ""Likely Original"", ""note"": ""Percentages are model confidence that the whole document is AI vs Original, not a word-count split."", ""scanned_at"": ""2026-08-28T17:10:22"", ""status"": ""ok""}",Human,Marketing copy,Short,114,0,"Craigslist missed-connections post, San Francisco",2014-05-19,24,76,Likely Original
R159,C037,Originality.ai,Lite 3.0.0,2,2026-08-28,2026-08-28T17:12:26,68,ok,ai_confidence,16,16% AI · 84% Original · Likely Original,Likely Original,,,"{""detector"": ""Originality.ai"", ""model"": ""Lite 3.0.0"", ""ai"": 16, ""original"": 84, ""label"": ""Likely Original"", ""note"": ""Percentages are model confidence that the whole document is AI vs Original, not a word-count split."", ""scanned_at"": ""2026-08-28T17:12:26"", ""status"": ""ok""}",Human,Blog / opinion,,609,0,"Tim Carmody, kottke.org weekday post",2019-09-18,16,84,Likely Original
R160,C001,Originality.ai,Lite 3.0.0,2,2026-08-28,2026-08-28T17:13:14,69,ok,ai_confidence,78,78% AI · 22% Original · Likely AI,Likely AI,,,"{""detector"": ""Originality.ai"", ""model"": ""Lite 3.0.0"", ""ai"": 78, ""original"": 22, ""label"": ""Likely AI"", ""note"": ""Percentages are model confidence that the whole document is AI vs Original, not a word-count split."", ""scanned_at"": ""2026-08-28T17:13:14"", ""status"": ""ok""}",AI,Academic essay,,595,100,"GPT-4o, temp 0.7, 2026-07-18 session",2026-07-18,78,22,Likely AI
R161,C050,Originality.ai,Lite 3.0.0,2,2026-08-28,2026-08-28T17:14:43,70,ok,ai_confidence,47,47% AI · 53% Original · Likely Original,Likely Original,,,"{""detector"": ""Originality.ai"", ""model"": ""Lite 3.0.0"", ""ai"": 47, ""original"": 53, ""label"": ""Likely Original"", ""note"": ""Percentages are model confidence that the whole document is AI vs Original, not a word-count split."", ""scanned_at"": ""2026-08-28T17:14:43"", ""status"": ""ok""}",Hybrid,Academic essay,,901,25,1911 Britannica agriculture article + GPT-4o replacements (25% by words),2026-08-12,47,53,Likely Original
R162,C060,Originality.ai,Lite 3.0.0,2,2026-08-28,2026-08-28T17:16:16,71,ok,ai_confidence,66,66% AI · 34% Original · Likely AI,Likely AI,,,"{""detector"": ""Originality.ai"", ""model"": ""Lite 3.0.0"", ""ai"": 66, ""original"": 34, ""label"": ""Likely AI"", ""note"": ""Percentages are model confidence that the whole document is AI vs Original, not a word-count split."", ""scanned_at"": ""2026-08-28T17:16:16"", ""status"": ""ok""}",Hybrid,Creative fiction,,572,50,2011 workshop story + Gemini 2.0 Flash replacements (50%),2026-08-22,66,34,Likely AI
R163,C043,Originality.ai,Lite 3.0.0,2,2026-08-28,2026-08-28T17:17:08,72,ok,ai_confidence,0,0% AI · 100% Original · Likely Original,Likely Original,,,"{""detector"": ""Originality.ai"", ""model"": ""Lite 3.0.0"", ""ai"": 0, ""original"": 100, ""label"": ""Likely Original"", ""note"": ""Percentages are model confidence that the whole document is AI vs Original, not a word-count split."", ""scanned_at"": ""2026-08-28T17:17:08"", ""status"": ""ok""}",Human,Business / professional,,777,0,"Client closeout letter, Pratt & Keene LLP",2016-12-08,0,100,Likely Original
R164,C038,Originality.ai,Lite 3.0.0,2,2026-08-28,2026-08-28T17:18:38,73,ok,ai_confidence,19,19% AI · 81% Original · Likely Original,Likely Original,,,"{""detector"": ""Originality.ai"", ""model"": ""Lite 3.0.0"", ""ai"": 19, ""original"": 81, ""label"": ""Likely Original"", ""note"": ""Percentages are model confidence that the whole document is AI vs Original, not a word-count split."", ""scanned_at"": ""2026-08-28T17:18:38"", ""status"": ""ok""}",Human,Creative fiction,,596,0,"Willa Cather, My Ántonia, Book I, ch. 2 (Houghton Mifflin)",1918-09-21,19,81,Likely Original
R165,C042,Originality.ai,Lite 3.0.0,2,2026-08-28,2026-08-28T17:19:29,74,ok,ai_confidence,10,10% AI · 90% Original · Likely Original,Likely Original,,,"{""detector"": ""Originality.ai"", ""model"": ""Lite 3.0.0"", ""ai"": 10, ""original"": 90, ""label"": ""Likely Original"", ""note"": ""Percentages are model confidence that the whole document is AI vs Original, not a word-count split."", ""scanned_at"": ""2026-08-28T17:19:29"", ""status"": ""ok""}",Human,Business / professional,,556,0,"All-staff note, Harborview Medical Center operations",2016-09-02,10,90,Likely Original
R166,C055,Originality.ai,Lite 3.0.0,2,2026-08-28,2026-08-28T17:21:00,75,ok,ai_confidence,50,50% AI · 50% Original · Likely AI,Likely AI,,,"{""detector"": ""Originality.ai"", ""model"": ""Lite 3.0.0"", ""ai"": 50, ""original"": 50, ""label"": ""Likely AI"", ""note"": ""Percentages are model confidence that the whole document is AI vs Original, not a word-count split."", ""scanned_at"": ""2026-08-28T17:21:00"", ""status"": ""ok""}",Hybrid,News article,,721,75,2017 wire story + Claude 4 Sonnet replacements (75%),2026-08-17,50,50,Likely AI
R167,C054,Originality.ai,Lite 3.0.0,2,2026-08-28,2026-08-28T17:22:18,76,ok,ai_confidence,45,45% AI · 55% Original · Likely Original,Likely Original,,,"{""detector"": ""Originality.ai"", ""model"": ""Lite 3.0.0"", ""ai"": 45, ""original"": 55, ""label"": ""Likely Original"", ""note"": ""Percentages are model confidence that the whole document is AI vs Original, not a word-count split."", ""scanned_at"": ""2026-08-28T17:22:18"", ""status"": ""ok""}",Hybrid,News article,,723,50,2019 city-council recap + GPT-4o replacements (50%),2026-08-16,45,55,Likely Original
R168,C068,Originality.ai,Lite 3.0.0,2,2026-08-28,2026-08-28T17:24:11,77,ok,ai_confidence,67,67% AI · 33% Original · Likely AI,Likely AI,,,"{""detector"": ""Originality.ai"", ""model"": ""Lite 3.0.0"", ""ai"": 67, ""original"": 33, ""label"": ""Likely AI"", ""note"": ""Percentages are model confidence that the whole document is AI vs Original, not a word-count split."", ""scanned_at"": ""2026-08-28T17:24:11"", ""status"": ""ok""}",Hybrid,Technical how-to,,790,25,2015 man-page rewrite + Gemini 2.0 Flash replacements (25%),2026-08-14,67,33,Likely AI
R169,C022,Originality.ai,Lite 3.0.0,2,2026-08-28,2026-08-28T17:25:36,78,ok,ai_confidence,61,61% AI · 39% Original · Likely AI,Likely AI,,,"{""detector"": ""Originality.ai"", ""model"": ""Lite 3.0.0"", ""ai"": 61, ""original"": 39, ""label"": ""Likely AI"", ""note"": ""Percentages are model confidence that the whole document is AI vs Original, not a word-count split."", ""scanned_at"": ""2026-08-28T17:25:36"", ""status"": ""ok""}",AI,Marketing copy,,651,100,"Claude 4 Sonnet, product page prompt",2026-07-23,61,39,Likely AI
R170,C066,Originality.ai,Lite 3.0.0,2,2026-08-28,2026-08-28T17:26:55,79,ok,ai_confidence,43,43% AI · 57% Original · Likely Original,Likely Original,,,"{""detector"": ""Originality.ai"", ""model"": ""Lite 3.0.0"", ""ai"": 43, ""original"": 57, ""label"": ""Likely Original"", ""note"": ""Percentages are model confidence that the whole document is AI vs Original, not a word-count split."", ""scanned_at"": ""2026-08-28T17:26:55"", ""status"": ""ok""}",Hybrid,Marketing copy,,808,50,2018 homepage draft + GPT-4o replacements (50%),2026-08-16,43,57,Likely Original
R171,C058,Originality.ai,Lite 3.0.0,2,2026-08-28,2026-08-28T17:27:39,80,ok,ai_confidence,0,0% AI · 100% Original · Likely Original,Likely Original,,,"{""detector"": ""Originality.ai"", ""model"": ""Lite 3.0.0"", ""ai"": 0, ""original"": 100, ""label"": ""Likely Original"", ""note"": ""Percentages are model confidence that the whole document is AI vs Original, not a word-count split."", ""scanned_at"": ""2026-08-28T17:27:39"", ""status"": ""ok""}",Hybrid,Blog / opinion,,841,75,2014 LiveJournal entry + GPT-4o replacements (75%),2026-08-20,0,100,Likely Original
R172,C010,Originality.ai,Lite 3.0.0,2,2026-08-28,2026-08-28T17:28:37,81,ok,ai_confidence,91,91% AI · 9% Original · Likely AI,Likely AI,,,"{""detector"": ""Originality.ai"", ""model"": ""Lite 3.0.0"", ""ai"": 91, ""original"": 9, ""label"": ""Likely AI"", ""note"": ""Percentages are model confidence that the whole document is AI vs Original, not a word-count split."", ""scanned_at"": ""2026-08-28T17:28:37"", ""status"": ""ok""}",AI,Blog / opinion,,443,100,"Claude 4 Sonnet, opinion column prompt",2026-08-09,91,9,Likely AI
R173,C056,Originality.ai,Lite 3.0.0,2,2026-08-28,2026-08-28T17:29:41,82,ok,ai_confidence,55,55% AI · 45% Original · Likely AI,Likely AI,,,"{""detector"": ""Originality.ai"", ""model"": ""Lite 3.0.0"", ""ai"": 55, ""original"": 45, ""label"": ""Likely AI"", ""note"": ""Percentages are model confidence that the whole document is AI vs Original, not a word-count split."", ""scanned_at"": ""2026-08-28T17:29:41"", ""status"": ""ok""}",Hybrid,Blog / opinion,,786,25,2015 personal blog post + Gemini 2.0 Flash replacements (25%),2026-08-18,55,45,Likely AI
R174,C047,Originality.ai,Lite 3.0.0,2,2026-08-28,2026-08-28T17:31:33,83,ok,ai_confidence,18,18% AI · 82% Original · Likely Original,Likely Original,,,"{""detector"": ""Originality.ai"", ""model"": ""Lite 3.0.0"", ""ai"": 18, ""original"": 82, ""label"": ""Likely Original"", ""note"": ""Percentages are model confidence that the whole document is AI vs Original, not a word-count split."", ""scanned_at"": ""2026-08-28T17:31:33"", ""status"": ""ok""}",Human,Technical how-to,,462,0,"PostgreSQL 9.4 documentation, 'Concurrency Control'",2014-12-18,18,82,Likely Original
R175,C089,Originality.ai,Lite 3.0.0,2,2026-08-28,2026-08-28T17:33:18,84,ok,ai_confidence,9,9% AI · 91% Original · Likely Original,Likely Original,,,"{""detector"": ""Originality.ai"", ""model"": ""Lite 3.0.0"", ""ai"": 9, ""original"": 91, ""label"": ""Likely Original"", ""note"": ""Percentages are model confidence that the whole document is AI vs Original, not a word-count split."", ""scanned_at"": ""2026-08-28T17:33:18"", ""status"": ""ok""}",Human,Academic essay,Archaic,515,0,"Thomas Carlyle, Past and Present, Book III, ch. 4",1843-04-01,9,91,Likely Original
R176,C026,Originality.ai,Lite 3.0.0,2,2026-08-28,2026-08-28T17:33:55,85,ok,ai_confidence,77,77% AI · 23% Original · Likely AI,Likely AI,,,"{""detector"": ""Originality.ai"", ""model"": ""Lite 3.0.0"", ""ai"": 77, ""original"": 23, ""label"": ""Likely AI"", ""note"": ""Percentages are model confidence that the whole document is AI vs Original, not a word-count split."", ""scanned_at"": ""2026-08-28T17:33:55"", ""status"": ""ok""}",AI,Technical how-to,,561,100,"Claude 4 Sonnet, troubleshooting prompt",2026-08-08,77,23,Likely AI
R177,C039,Originality.ai,Lite 3.0.0,2,2026-08-28,2026-08-28T17:34:39,86,ok,ai_confidence,24,24% AI · 76% Original · Likely Original,Likely Original,,,"{""detector"": ""Originality.ai"", ""model"": ""Lite 3.0.0"", ""ai"": 24, ""original"": 76, ""label"": ""Likely Original"", ""note"": ""Percentages are model confidence that the whole document is AI vs Original, not a word-count split."", ""scanned_at"": ""2026-08-28T17:34:39"", ""status"": ""ok""}",Human,Creative fiction,,733,0,"Ursula K. Le Guin, 'The Ones Who Walk Away from Omelas,' 1973 reprint",1973-10-01,24,76,Likely Original
R178,C074,Originality.ai,Lite 3.0.0,2,2026-08-28,2026-08-28T17:36:12,87,ok,ai_confidence,30,30% AI · 70% Original · Likely Original,Likely Original,,,"{""detector"": ""Originality.ai"", ""model"": ""Lite 3.0.0"", ""ai"": 30, ""original"": 70, ""label"": ""Likely Original"", ""note"": ""Percentages are model confidence that the whole document is AI vs Original, not a word-count split."", ""scanned_at"": ""2026-08-28T17:36:12"", ""status"": ""ok""}",Human,News article,Translated,693,0,"English translation of El País report on rail strikes, translator-signed",2017-05-16,30,70,Likely Original
R179,C015,Originality.ai,Lite 3.0.0,2,2026-08-28,2026-08-28T17:36:51,88,ok,ai_confidence,72,72% AI · 28% Original · Likely AI,Likely AI,,,"{""detector"": ""Originality.ai"", ""model"": ""Lite 3.0.0"", ""ai"": 72, ""original"": 28, ""label"": ""Likely AI"", ""note"": ""Percentages are model confidence that the whole document is AI vs Original, not a word-count split."", ""scanned_at"": ""2026-08-28T17:36:51"", ""status"": ""ok""}",AI,Creative fiction,,944,100,"Gemini 2.0 Flash, scene-only prompt",2026-08-15,72,28,Likely AI
R180,C023,Originality.ai,Lite 3.0.0,2,2026-08-28,2026-08-28T17:38:06,89,ok,ai_confidence,78,78% AI · 22% Original · Likely AI,Likely AI,,,"{""detector"": ""Originality.ai"", ""model"": ""Lite 3.0.0"", ""ai"": 78, ""original"": 22, ""label"": ""Likely AI"", ""note"": ""Percentages are model confidence that the whole document is AI vs Original, not a word-count split."", ""scanned_at"": ""2026-08-28T17:38:06"", ""status"": ""ok""}",AI,Marketing copy,,894,100,"Gemini 2.0 Flash, email campaign prompt",2026-07-28,78,22,Likely AI
R181,C004,Originality.ai,Lite 3.0.0,2,2026-08-28,2026-08-28T17:39:16,90,ok,ai_confidence,96,96% AI · 4% Original · Likely AI,Likely AI,,,"{""detector"": ""Originality.ai"", ""model"": ""Lite 3.0.0"", ""ai"": 96, ""original"": 4, ""label"": ""Likely AI"", ""note"": ""Percentages are model confidence that the whole document is AI vs Original, not a word-count split."", ""scanned_at"": ""2026-08-28T17:39:16"", ""status"": ""ok""}",AI,Academic essay,,899,100,Llama 3.3 70B via Together endpoint,2026-07-27,96,4,Likely AI
R182,C019,Originality.ai,Lite 3.0.0,2,2026-08-28,2026-08-28T17:41:18,91,ok,ai_confidence,83,83% AI · 17% Original · Likely AI,Likely AI,,,"{""detector"": ""Originality.ai"", ""model"": ""Lite 3.0.0"", ""ai"": 83, ""original"": 17, ""label"": ""Likely AI"", ""note"": ""Percentages are model confidence that the whole document is AI vs Original, not a word-count split."", ""scanned_at"": ""2026-08-28T17:41:18"", ""status"": ""ok""}",AI,Business / professional,,631,100,"Gemini 2.0 Flash, policy brief prompt",2026-08-21,83,17,Likely AI
